word,pronunciation,word_type,definitions,examples,pl
ɛregbɛrɛ,ɛ̀rɪgbɛ̀ ̀rɛ̀,adv,,,
fa,fà,v,,"Ka fooŋ ba kyɛlle a bie ŋa na fa la, bonso ka o ba maŋ kpɛ die wĩeu? If you are not careful, this child will go bad, why doesn’t s/he come early? (2) to become poor, A bie baaloŋ vɛŋɛɛ la ka o tuuli e tẽe lɛɛ deɛ te fa o zaa. The child’s sickness has caused her to search so much for a cure that she has nothing left. faɛ, faara, faaraa, fareba, -, fareba",
fa,fá,v,,"N dɔɔ, fo baŋ ka ka maaŋ yɔɔ libie zaa poɔ a anaŋ ka fo fa ma la eŋ? My friend, do you know that if I paid anything more, you would have robbed me? (2) pl. of ‘faa’ (snatch from someone), A seŋ ka ba pɔge a nannyige eŋ deŋɛ lɛ, N ba nyɛ teŋɛ na deme o naŋ ba fa.",
faa,fáá,adj,,"Saa naŋ piili miibu ŋaa, beri ayi ŋa zaa ka te teŋɛ sori yãa na waa faa lɛ. With the setting in of the rains, the road leading to our village will soon be very bad. (2) ugly, A pɔge veɛlɛ la kyɛ o serɛ faa. The woman is beautiful but her husband is ugly.",
faa,fáà,v,,"A bie ŋa yɛlɛ kpeɛŋaa, ka onaŋ sɔre o tɔ bone ka o mɔŋ o maŋ faa la. This boy is ruthless, for if he begs from his colleague and is refused to give he takes the thing by force. (2) to save, Kɔŋ da kpɛ la a bikpeebɛ ka o kono kyɛ ka pɔge-nimbaaloŋ kaŋ la da faa o ne bondirii. The orphan was hungry and began crying, but a benevolent woman came to his aid with food. (3) to get free, to get out of one’s grip or hold, N nyɔge la a kpãao kyɛ ka o faa. I caught the guinea fowl but it slipped free and escaped. faaɛ, faara, faara, fareba, faaraa, faareba",
fãa,fã̀ã̀,adv,,O kyeelɛɛ la gɛrɛ fãa na te le. S/he is falling slowly.,
fãa,fã̀ã̀,v,,"O gaa la o sori na fãa. S/he has failed to go on her trip. (2) to have no choice, A pɔmpeŋ sãaɛ la ka noba fãa kyɛ sigi baa te ɔŋ kõɔ. The water tap is spoilt, so people have no choice but to go the stream to fetch water. faãɛ, faana, faana, faanema, faanaa, faãfaana",
fãafãa,fã́ã́fã́ã́,n,,,
le,fáà lè,v,,,
Faaloŋ,fààlʊ̂ ŋ,n,,,
faara,fáárà,n,,,
faara,fáárá,n,,,
faare,fáárɪ,,,,
faare,fààrɪ,,,"Kɔlaa maŋ nɔŋ ka ba faara o tegitegi lɛ. A cat likes to be stroked all the time. faarɛɛ, faara, faara, faareba, faaraa, faareba",
faare,fààrɪ,,,,
faaregyɔ,fààrɪɲɔ́ ́,v,,,
fabo,fàbʊ̀,adv,,,
fabo,fàbʊ̀,adv,,,
fage,fàgɪ,,,,
fage,fágɪ,,,,
fagere,fàgrɪ,adv,,,
falala,fàlàlà,adv,,,
falanfuuri,fálánfúúrí,n,,,
fale,fálɪ,,,,
fambataabo,fǎmbátáábʊ́,n,,,
fananna,fánánná,adv,,,
fane,fànɪ,,,,
fanne,fànnɪ,,,,
fanne,fánnɪ,,,,
faŋa,fàŋá,n,,,
faŋa,fáŋá,adj,,,
Farafara,fàràfàrà,n,,,
farata,fàràtà,adj,,,
fare,fárɪ,,,,
fare,fárɪ,,,,
fare,fárɪ,,,,
fare,fárɪ,,,A bibiiri zaa zo kulee la fare. All the children have gone without any left behind.,
bini,fárɪ́ bíní,v,,,
yɛlɛ,fárɪ́ yɛlɛ́,,,,
fasane,fàsánɪ,,,"A dɔɔ da ŋmɛ la fasane, a wa te yeli ka o ba la boɔrɔ a o pɔge. The man thought for a while and finally said he did not want his wife.",
febo,fɪbʊ́ ́,adv,,,
fee,féé,adv,,,
fẽe,fɪɪ̃́,,,,
feelaa,fɪɪ́ láà,,,A nɔnyaŋaa neɛ la nɔbil feelaa kaŋa ko. The mother hen has stepped on one of the very young chicks and killed it.,
feele,fɪɪ̀ lɪ̀,,,,
feele,fɪɪ́ lɪ́,,,,
feele,fɪɪ́ lɪ́,,,,
feelee,fɪɪ́ lɪ́ ɪ́,,,"Feelee kye a die poɔ, fo koŋ nyɛ zie biŋi fo sɛŋɛ. There is no space in the room; you can’t find space for your bed.",
feeloo,fɪɪ́ lʊ́ ́ʊ́,adj,,,
feere,fɪɪ̀ rɪ̀,,,,
feerɔɔ,fɪɪ̀ rɔ̀ ̀ɔ̀,adv,,"Bayuo to la o beɛre kyɛ zo gaa e die feerɔɔ, o naŋ kpɛ. Bayuo insulted his elder brother and ran into the house at",
feɛ,fɪɛ̀ ̀,v,,,
fẽɛ,fɪɛ̃́ ̃,,,"A da ba seŋ ka o la taa poɔ pampana, a bie na o naŋ taa naŋ ba fẽɛ. She should not be pregnant now because the baby she has is still too young. fẽɛɛ, feɛnɛ, feɛnɛ, feɛnemɛ, feɛnaa",
feɛle,fɪɛ̀ ̀lɪ,,,,
feɛle,fɪɛ́ lɪ́,,,,
fefeɛ,fɪfɪ́ ɛ̀,,,,
feferɛ,fɪfɪ́ rɛ́,,,"Ka fooŋ ba maale fo kyi ŋa biŋi, fo na yeli ka fo erɛ feferɛ ka noore wa la a eŋɛ. If you don’t keep your millet well and you make the least move away, fowls will swoop on it. Var. fifire",
fege,fɪgɪ̀,,,"A daa kpeɛŋaa, a pɛnnepɛnɛ ba toɔ na fege o zie zaa. The wood is so hard that the carver can hardly make any headway to carve out even a small hole. fegɛɛ, fegrɛ, -, fegrebɛ, fegraa, fegrebɛ",
fegele,fɪgɪ̀	lɪ̀,,,,
fegere,fɪgɪ́ rɪ́,,,,
fegɛfegɛ,fɪgɛ̀	̀fɪgɛ̀	̀,adv,,,
fele,fɪlɪ̀,,,,
felɛfelɛ,fɪlɛ̀ ̀fɪlɛ̀ ̀,adv,,,
felkõɔ,fɪlkʊ̀ ̀̃ ɔ̃́,n,,,
felmaaroŋ,fɪlmáárʊ̀ ́ŋ,n,,,
felɔɔ,fɪlɔ̀	̀ɔ̀,adv,,,
felzeɛ,fɪlzɪ̀ ɛ̀ ̀,n,,,
femm,fɪmm,,,,
fenlege,fɪnlɪ́	gɪ́,,,,
fenne,fɪnnɪ̀,,,,
fenne,fɪnnɪ́,,,,
fentelɛ,fɪntɪ̀	lɛ́ ̀,n,,,
fentellaa,fɪntɪ́ lláá,,,,
fentere,fɪntɪ́	rɪ́,,,,
fentere,fɪntɪ́ rɪ́,,,,
fere,fɪrɪ̀,,,"A fere ka te sonnɔ nembaalba. We are obliged to care for the helpless. ferɛɛ, ferɛ, ferɛ, ferebɛ, feraa, - Var. fɛre",
fere,fèrè,n,,Ka fooŋ wa deɛnɛ ne a badɔgrɔ bile fo na wa yeli ka fere. If you play around that newborn puppy you will come to regret it.,
feree,féréé,n,,,
fereko,fɪrɪ́ kʊ́ ́,n,,,
feroo,fɪrʊ́ ̀ ʊ̀,n,,,
toma,fɪrʊ́	́ʊ́	tʊ́má,n,,,
fɛɛ,fɛɛ́,,,"A baala nyu la a tẽẽ a de goɔoŋ e fɛɛ. The patient took his medication and slept soundly. (2) becoming airless instantly (tyre), Pimbiri kyɔge la a kuriwiri kɔbɔ ka o e fɛɛ, o naŋ yi. The tyre of the bicycle was pierced by a nail and deflated at once.",
fɛɛ,fɛ̀ɛ̀,adv,,,
fɛge,fɛ̀gɪ,,,,
fɛge,fɛgɪ́,,,,
fɛge,fɛgɪ́,,,,
fɛgelɛgɛ,fɛgélɛ́ gɛ́,,,,
fɛgetɛgɛ,fɛgtɛ́	gɛ́,,,,
fɛlefɛle,fɛlfɛ́	l,,,,
fɛlɛlɛ,fɛlɛ́ lɛ́,,,"A dɔɔ kũu maa la maa eŋ noɔre fɛlɛlɛ, ŋmenaa ŋa ka maa ne o puori taa daa poɔ The man’s death has utterly surprised me, because we greeted each other this afternoon in the marketplace.",
fɛmm,fɛ̀mm,adv,,,
fɛraa,fɛráá,,,,
fɛre,fɛ̀rɪ,,,,
fɛre,fɛrɪ́,,,,
moorɔ,fɛrɪ́	tááʧɛ̀	mʊ́	́ʊ́rɔ́,,,,
fieli,fíélí,adj,,,
fieluu,fíélúú,n,,A dɔɔ yeli ka o erɛ fifire ka a kɔlaa de a nɛne. No sooner had the man left than the cat snatched the meat. Var. feferɛ,
figi,fígí,v,,,
figiraa,fígràá,n,,,
figiri,fígrí,v,,,
fii,fìì,adv,,,
filoo,fílóó,adv,,N nyɛ la a bie filoo kyɛ ka o kpɛ a lɔɔre. I saw the child at a glance before he entered the lorry.,
finni,fìnnì,v,,,
firimeŋ,fìrìmèŋ,adv,,,
fo,fʊ̀,pron,,"Fo na gaa la bee fo koŋ gaa? Will you go or not? (2) your (second-person singular possessive), Fo yuori la boŋ? What is your name?",
foge,fʊ̀ gɪ,,,,
fogele,fʊ́glɪ,,,"A bibiiri fogele la taa a lɔɔre poɔ. The children are squeezed tightly in the lorry. fogelɛɛ, fogelɔ, fogelɔ, fogelebɔ, fogelaa, fogelebɔ",
fogeloo,fʊ́glʊ́ʊ́,adj,,A die waa la fogeloo lɛ. The room is very small.,
fogi,fógí,v,,,
fogi,fógì,v,,"Dasaŋa na ba maŋ fogiri la nannyige nubi-eɛmɛ. In the olden days, thieves had their fingernails pulled out. fogee, fogiro, fogiro, fogiribo, fogiraa, fogiribo",
fogili,fòglì,v,,"Ka saaŋ ba mi a bɛŋɛ na fogili la. If it does not rain the beans will not form seed. fogilee, fogilo, fogilo, fogilibo, fogilaa, fogilibo",
fogiluu,fóglúú,adj,,,
fole,fʊ̀ lɪ,,,,
foli,fòlì,adj,,,
folinfoori,fólínfòòrí,n,,,
Folo,fóló,n,,,
fomeŋɛ,fʊ́mɪŋɛ́,,,,
fomfom,fómfóm,n,,,
fomfom,fómfóm,adj,,,
fonaano,fʊ́náánʊ́,n,,,
fonne,fʊ̀ nnɪ,adj,,,
foŋ,fʊ́ŋ,pron,,"Ka saaŋ wa mi foŋ bore a kamaana. If it rains, you should sow the maize.",
foo,fòò,adv,,,
fõo,fʊ̀̃ ʊ̀̃,adj,,Fõo naane ka ba boɔrɔ. They are not looking for you. Var. fooŋ,
foone,fʊ̀ ʊ̀ nɪ,,,,
foone,fʊ́ʊ́nɪ,,,,
fooŋ,fʊ́ʊ́ŋ,pron,,"Fo yɔɔpɔge balɛɛ la fooŋ na gaa te ɛre a zɔŋe? Your sister is tired, you will have to go and grind the flour.",
foore,fʊ̀ ʊ̀ rɪ,,,,
foore,fʊ̀ ʊ̀ rɪ,,,,
foore,fʊ̀ ʊ̀ rɪ,adj,,O bɛlle ma la ne nufoori. S/he deceived me with an empty hand.,
foɔ,fʊ́ɔ́,v,,,
foɔ,fʊ́ɔ́,v,,,
foɔ,fʊ́ɔ́,v,,,
foɔ,fʊ́ɔ́,v,,,
fõɔ,fʊ̃́ɔ̃́,v,,"E ka a tuobu fõɔ fẽe ka lɛ naane N koŋ tõɔ a tuo. Make the load a little light otherwise I cannot carry it. fõɔɛ, foɔnɔ, foɔnɔ, foɔnemɔ, foɔnaa, foɔnemɔ",
foɔlaa,fʊ́ɔ́láá,n,,,
foɔle,fʊ̀ ɔ̀lɪ,,,,
foɔle,fʊ́ɔ́lɪ,,,,
fõɔo,fʊ̃́ɔ̃́ʊ̀̃,adj,,,
foɔre,fʊ̀ ɔ̀rɪ,,,,
fori,fórì,v,,,
fori,fórí,conj,,"Fo naŋ fori yi, gaa kyɛ wa. Since you have already prepared, go and come. fori [fòrì] v. (1) to force out from its cover or shell (boiled bambara beans) (2) to treat hide by removing the fur (bleaching of the skin) (3) to develop to an appreciable level; to mature, A pɔgelee ŋa naŋ ba fori kyɛ o pɔloo zuoe la. This girl is not yet worth a woman but she is quite proud. foree, foro, foro, forbo, foraa, forbo",
forɔforɔ,fʊ́rɔ̀fʊ́rɔ̀,adj,,,
forre,fʊ́rrɪ,,,,
foto,fótó,n,,,
fɔbo,fɔ̀b,adv,,,
fɔlle,fɔ̀llɪ,,,,
fɔnne,fɔ̀nnɪ,,,,
fɔŋe,fɔ́ŋ,v,,,
fɔŋɔ,fɔ́ŋɔ̀,n,,,
fɔɔre,fɔ̀ɔ̀rɪ,,,,
fɔrɔ,fɔ̀rɔ̀,n,,N woŋee fu kyɛ N ba baŋ ka serɛ la be. I have heard a rumour but I am not sure whether it is true. 2,
fu,fú,v,,,
fu,fù,v,,,
fugi,fùgì,v,,,
fugi,fùgì,v,,,
fugoŋ,fúgóŋ,adv,,O faa le a bogiŋ lɛ fogoŋ. S/he fell into the hole at once.,
fulee,fúléé,adv,,,
fuli,fùlì,adv,,Naazoɔ deɛ e la n nyɔbogiriŋ lɛ fulo. A fly shot into my nose at once.,
fulofulo,fúlófúló,adj,,,
fulonfugiri,fúlónfúgrí,n,,,
fululu,fúlúlú,adv,,,
fumini,fúmìnì,n,,,
fuoli,fúólì,v,,,
fuomii,fùòmíì,n,,"A dɔɔ ŋa eŋ daŋ ba iri bonzaa, fuomii yoŋ ka o nɔŋ. This man has never contributed anything, he only likes taking things for free. (2) freeloading Var. fuomiŋ",
fuomiŋ,fuomiŋ,n,,,
fuori,fùòrì,v,,,
fuori,fúórì,v,,,
furi,fùrì,v,,,
furi,fùrì,v,,,
furi,fùrì,v,,,
furi,fúrí,v,,,
furi,fúrí,n,,,
kaa,fùrì kàà,v,,,
fuu,fúù,n,,,
fuu,fùù,v,,,
fuu,fúù,v,,,
fuuli,fúúlí,v,,,
fuuli,fùùlì,v,,,
fuuri,fúúrí,n,,,
fuuri,fùùrì,v,,,
fuuri,fùúrí,n,,,
ga,gà,v,,,
ga,gá,v,,,
gaa,gáà,n,,,
gaa,gàà,v,,,
gaabu,gáábú,n,,,
gaale,gáálɪ,,,,
Gaana,gáánà,n,,,
gaane,gàànɪ,,,"Neŋkponni mine taa la parre a maŋ de gaane yelmaale daare. Some elderly men have triangular underwear which they wear on festive occasions. gaanɛɛ, gaana, gaana, gaanema, gaanema, gaangaana",
gaanoo,gaanoo,n,,,
gabaa,gàbàà,adv,,,
gabadii,gàbàdìì,n,,,
gabaŋgabaŋ,gàbàŋgàbàŋ,adv,,,
gadaa,gàdàà,n,,A tendaana ba la nɔgraa gadaa. The landlord has ordered the sojourner to leave.,
gado,gádó,n,,,
gagaraa,gágáráà,n,,,
gakogili,gákóglíí,n,,,
galaa,gàláà,n,,,
galbie,gálbíé,n,,,
galbie,gálbíé,n,,,
gale,gálɪ,,,,
gale,gàlɪ,,,,
galegale,gálgál,adv,,,
galegale,gálɪgálɪ́,,,,
galema,gálɪmá,,,,
galeŋgaa,gàlɪŋgáà,,,,
galeŋgoɔnaa,gàlɪŋgʊ̀ ́ɔ́náá,n,,,
galiŋkoori,gàlíŋkóórì,n,,,
galle,gàllɪ,,,"Ka pɔgeŋ wa galle o pɛgebo kaapɔge poɔ la ka o taa. If a woman misses her period, then she may be pregnant. gallɛɛ, galla, galla, galeba, gallaa",
galle,gàllɪ,,,"Te karema maŋ galle la a kɔkɔre ka noɔ kpɛ fo. Our teacher manipulates the language such that you enjoy his talk. gallɛɛ, galla, galla, galeba, gallaa",
Galyuoni,gàlyúóní,n,,,
gambanna,gámbánná,n,,,
gammiri,gámmírì,n,,,
gammisɔgelaa,gámmísɔ́gláà,n,,,
gammizoolɔ,gámmízóólɔ̀,n,,,
gampɛle,gámpɛlɪ́,,,,
gamporrizie,gámpórrìzíé,n,,,
ganaa,gànàá,n,,,
ganaaganaa,gánáágánáá,adv,,,
ganaaganaa,gànààgànàà,adv,,"A dɔbɔ ti la taa ganaaganaa, ka ba faara faana. The men hooked each other tightly and fiercely such that people were finding it difficult to separate them.",
gandaa,gàndáá,n,,,
gandaa,gàndáá,n,,,
gane,gánɪ,,,,
gangyinni,gàndzínní,n,,,
gangyinnuŋ,gàndzínnúŋ,n,,,
ganlaa,gánláá,n,,,
ganlɔgɔ,gànlɔ̀gɔ̀,n,,,
gansɛgerɛ,gánsɛgrɛ́ ̀,n,,,
gansɔraa,gánsɔ́ráá,n,,,
gantoɔle,gántʊ́ɔ́lɪ,,,,
gaŋa,gàŋá,n,,,
gaŋe,gáŋ,adj,,Bagaŋe zaameŋ doŋe la n baa. A mad dog bit my dog yesterday. gaŋe [gâŋ] v. (1) to lie down (2) to,
gaŋe,gàŋɪ,,,"A baa age gaŋ la a bogi. The dog jumped over the hole. (2) to overtake,, Ba lɔɔre zo wa gaŋ la te deni na bare. Their lorry overtook ours. (3) to be more than, to exceed, A kparoo waa la kpoŋ gaŋ a bie. The shirt is bigger than the child. gaŋɛɛ, gaŋena/gana, gana, gaŋenema/ganema, gaŋenaa/ganaa, gaŋenema/ganema",
gaŋene,gàŋɪnɪ̀,,,N daga maŋ biŋ la a gaŋene die na poɔ. My box is kept in the room after the first one.,
gaŋene,gàŋɪnɪ̀,,,,
gaŋgaa,gàŋgàá,n,,,
gaŋgaanaa,gǎŋgàànáà,n,,,
gaŋgadaa,gàŋgàdáá,n,,,
gaŋgadalee,gàŋgàdàléé,n,,,
gaŋgakpoŋ,gàŋgàkpóŋ,n,,,
gaŋgalee,gàŋgàléé,n,,,
gaŋganyaŋaa,gàŋgàɲáŋáá,n,,,
gaŋkanna,gáŋkánná,n,,,
gaŋkoŋi,gàŋkǒŋ,n,,,
gaŋkoŋi,gáŋkóŋ,n,,,
gaŋkuoŋaa,gàŋkúóŋáá,n,,,
gaŋŋmaara,gáŋŋmáárá,n,,,
gara,gàrá,n,,,
gara,gárá,n,,,
garaa,gáráá,adj,,,
gare,gárɪ,,,,
gare,gàrɪ,,,,
gare,gárɪ,,,,
garegyerɛ,gárɪyɪ́	rɛ,,,,
Garegyerɛbaa,gàrɪdzìrɛ́ bàá,,,,
garepegele,gàrɪpɪ̀ glɪ̀,,,"A teɛ le la garepegele a sori. The tree fell and crossed/bocked the road. garepegelɛɛ, garapegelɛ, garapegelɛ, garepegelebɛ, garepegelaa, garepeglebɛ",
garewaa,gárɪwáá,,,,
garoŋ,gárʊ́ŋ,n,,,
garre,gárrɪ,,,,
gasalaa,gàsàlàà,adj,,,
geli,gélì,v,,"Ba geli la a kuri gbori tiili a dankyini poɔ. They have lifted over the iron gate unto the wall. gelee, gelle, gelle, gelibe, -, gelibe geli [gélì] v. to burn badly (food) gelee, gelle, gelle, gelibe, -, gelibe",
geli,gélì,v,,,
gelime,gélímè,n,,,
geŋgeŋ,géŋgéŋ,adj,,,
geŋi,gêŋ,v,,,
geŋi,gêŋ,v,,,
geregere,gèrègèrè,adv,,,
gɛbɛɛ,gɛ̀bɛɛ́,v,,,
go,gó,v,,,
go,gò,v,,,
gogobiri,gògòbírí,n,,,
gogoo,gògóó,adj,,,
golebɛlɛ,gʊ̀ lɪbɛ̀ ̀lɛ̀,adj,,,
goligoli,gòlgólí,v,,,
gollaa,gólláà,n,,,
golle,gʊ̀ llɪ,,,,
golli,góllì,v,,,
goloŋgoloŋ,gòlòŋgólóŋ,adv,,,
golɔgolɔ,gʊ́lɔ́gʊ́lɔ́,adj,,,
golɔnsomm,gʊ̀ lɔ̀nsʊ̀ mm,adv,,,
golɔnsomm,gʊ́lɔ́nsʊ́mm,adv,,,
gombɔle,gòmbɔ́lɪ,,,,
gomɔgomɔ,gʊ̀ mɔ̀gʊ̀ mɔ̀,adv,,,
gone,gʊ́nɪ,,,,
gonnaabo,gónnáábʊ́,n,,,
gonni,gònní,n,,,
gonseɛ,gònsɪɛ̀,,,,
goŋo,gòŋó,n,,,
goŋmane,góŋmánɪ,,,,
goole,gʊ̀ ʊ̀ lɪ,,,,
goone,gʊ̀ ʊ̀ nì,v,,"A daanedann da maŋe la a naa niŋŋ kyɛ goone iri. The praise singer would walk majestically with up-and-downmovement of the body in front of the King. goonɛɛ, goonɔ, goonɔ, goonema, goonaa, goonema",
goɔ,gʊ́ɔ̀,n,,,
goɔ,gʊ̀ ɔ̀,v,,,
goɔ,gʊ̀ ɔ̀,v,,,
goɔ,gʊ̀ ɔ̀,v,,,
gõɔ,gʊ̃́ɔ̃́,n,,,
gõɔo,gʊ̃́ɔ̀̃ʊ̃́,n,,,
goɔre,gʊ́ɔ́rɪ,,,,
goɔre,gʊ̀ ɔ̀rɪ,,,,
gora,gʊ́rà,n,,,
goraa,gòràà,adj,,,
gore,gʊ́rɪ,,,,
gorgore,gʊ̀ rgʊ́rɪ,,,,
gori,górí,n,,,
gori,gòrì,v,,,
gori,górí,n,,,
gori,gór-gór-gór,adv,,,
gozambuuli,gòzàmbúúlí,n,,,
gozaŋaa,gózàŋàà,n,,,
gɔbaa,gɔ̀báà,n,,,
gɔbenɛ,gɔ́bɪnɛ̀ ̀,n,,,
gɔbenɛnte,gɔ́bɪnɛ́ ntɪ́,,,,
gɔfuuraa,gɔ́fúúráá,n,,,
gɔge,gɔ́gɪ,,,,
gɔgɔ,gɔ́gɔ̀,n,,,
gɔgɔ,gɔ̀gɔ́,v,,,
gɔllaa,gɔ́lláá,n,,,
gɔlle,gɔ̀llɪ,,,,
gɔlɔnteebo,gɔ́lɔ́ntɪɪ̀ bʊ̀	́,n,,,
gɔmberaa,gɔ́mbíráá,n,,,
gɔmbulo,gɔ̀mbùlò,n,,,
gɔmɔ,gɔ́mɔ̀,n,,,
gɔnda,gɔ̌ndà,n,,,
gɔnne,gɔ́nnɪ,,,,
gɔntɛre,gɔ̀ntɛrɪ́,,,,
gɔntɛre,gɔ̀ntɛrɪ́,,,,
gɔnzuuro,gɔ́nzúúrò,n,,O taa la gɔnzuuro. He/she is feeling sleepy. 2,
gɔŋe,gɔ̀ŋ,v,,,
gɔŋe,gɔ́ŋ,v,,,
eŋ,gɔ̀ŋ-ɪŋ,,,"A yɛlɛ ba waa lɛ a pɔge gɔŋ-eŋɛɛ la. That is not the true state of the matter; the woman has tried to add something to make it look like that. gɔŋ-eŋɛɛ, gɔnnɔ-ennɛ, gɔŋ-ennɛ, gɔŋ-ennaa, gɔŋ-enemɛ",
gɔŋgɔlɔŋ,gɔ̀ŋgɔ̀lɔ̀ŋ,adj,,,
gɔŋgɔŋe,gɔ̀ŋgɔ́ŋ,v,,,
gɔŋgbire,gɔ́ŋgbírè,n,,,
gɔŋɔ,gɔ́ŋɔ́,n,,,
gɔɔ,gɔ̀ɔ́,n,,,
gɔɔ,gɔ̀ɔ́,adj,,,
gɔɔ,gɔ̀ɔ̀,v,,,
gɔɔrombiri,gɔ́ɔ́rʊ́mbírí,n,,,
gɔre,gɔ̀rɪ,,,,
gɔre,gɔ́rɪ,,,,
gɔsɔgelaa,gɔ́sɔ́glàá,n,,,
gɔteɛ,gɔ̂tɪɛ̀,,,,
gɔzeɛ,gɔ̀zɪɛ̀,,,,
gu,gù,v,,,
gufu,gúfù,n,,,
Gumo,gúmó,n,,,
gunni,gúnní,v,,,
gunni,gùnnì,v,,,
guo,gùò,n,,,
guoli,gùòlì,v,,,
guoli,gúólì,v,,,
guoli,gúólí,n,,,
guori,gúórí,n,,,
guri,gùri,v,,,
guruŋ,gùrúŋ,n,,,
guu,gúú,v,,,
guu,gùú,adj,,,
guu,gùù,v,,,
guuli,gúúlì,v,,,
guuli,gúúlì,v,,,
guuli,gúúlì,v,,,
guuli,gúúlí,n,,,
gba,gbá,v,,,
gba,gbà,v,,,
gbaa,gbáà,n,,,
gbaalaa,gbááláá,n,,,
gbaale,gbáálɪ,,,,
gbaale,gbààlɪ,,,"A koɔraa gbaale la o weɛ kɛkɛrɛɛ baare. The farmer has finished gathering the stalks on his farm. gbaalɛɛ, gbaala, gbaala, gbaaleba, gbaalaa, gbaaleba",
gbaale,gbáálɪ,,,Polsiri nyɔge la a nannyige ka bibiiri gbaale tu. The po-,
gbaama,gbààmà,n,,,
gbaane,gbàànɪ,,,,
gbaga,gbágá,n,,,
gbage,gbàgɪ,,,"A peroo yie la a de o niŋe gbage sapare kyɛ deɛ zoro. When the sheep left the pen it just went running toward the east. gbagɛɛ, gbagra, gbagra, gbagreba, gbagraa, gbagreba Var. gbɔge",
gbagelaŋ,gbàglàŋ,adj,,,
gbagele,gbáglɪ,,,,
gbala,gbàlà,n,,A pɔgepaalaa poŋi la gbala. The bride has shaved gbala on her head.,
gbalaa,gbàláà,n,,,
gbale,gbàlɪ,,,A bie konni ba e gbale. It is not for nothing that the child is crying.,
gbale,gbàlɪ,,,Maria taa la se-gbale. Mary does not have any beads around her waist.,
gbale,gbàlɪ,,,A sɔ-gbale na koŋ tõɔ ŋmaa a nɛne. That blunt knife can’t cut the meat.,
gbale,gbàlɪ,,,,
gbambelɛ,gbàmbɪlɛ̀ ̀,n,,,
gbambiri,gbàmbírì,n,,,
gbambiri,gbàmbìrì,n,,,
gbammo,gbàmmʊ́,n,,,
gbandige,gbǎndígé,n,,,
gbandiruŋ,gbǎndírúŋ,n,,,
gbanfolɔ,gbànfʊ̀ là,n,,,
gbanna,gbánná,n,,,
gbannaa,gbánnáá,n,,O gbaŋ la saluoni gbantieloo. He has shot an arrow into the sky.,
gbantori,gbàntòrí,n,,,
gbanzeɛ,gbànzɪɛ̀,,,,
gbaŋe,gbáŋ,n,,,
gbaŋe,gbǎŋ,n,,,
gbaŋe,gbáŋ,v,,,
gbaŋgbaa,gbàŋgbáà,n,,,
gbaŋgbaaloŋ,gbàŋgbààlʊ́ŋ,n,,,
gbaŋgbakyeraa,gbáŋgbákyɪráà,,,,
gbaŋgbalaa,gbáŋgbáláà,n,,,
gbaŋgbaŋ,gbáŋgbáŋ,n,,,
gbaŋgbaŋ,gbàŋgbàŋ,adv,,,
gbaŋgbele,gbàŋgbɪlɪ́,,,,
gbaŋkeroo,gbàŋkéróó,n,,,
gbara,gbàrá,n,,,
gbare,gbárɪ,,,"Lɔɔre ŋmɛ la naabo ka o le a sori zu deɛ gbara. The lorry hit the cow and it fell on the road struggling. gbarɛɛ, gbara, gbara, gbarba, gabaraa, gabrba",
gbare,gbárɪ,,,"Ba naneŋ nyɔge la a naaweɛmɛ na, a nyɔge gbare. When they eventually caught that wild cow, they tied it down by the legs. gbarɛɛ, gbara, gbara, gbarba, gabaraa, gabrba",
gbare,gbàrɪ,,,,
gbarema,gbàrɪmá,,,,
gbateele,gbàtɪɪ́ lɪ́,,,,
gbatɛre,gbàtɛrɪ́,,,,
gbe,gbè,v,,,
gbẽɛ,gbɪɛ̃́ ̃,,,,
Gbeɛdomoo,gbɪɛ̀ ̀dʊ́mʊ́ʊ́,n,,,
Gbeɛdomɔ,gbɪɛ̀ ̀dʊmɔ́,n,,,
gbeɛle,gbɪɛ̀ ̀lɪ,,,,
gbeɛle,gbɪɛ́ lɪ́,,,,
kuuri,gbɪɛ̀ lɪ́ ̀ kúúrí,n,,,
gbeɛre,gbɪɛ̀ ̀rɪ,,,,
gbeɛre,gbɪɛ̀ ̀rɪ,,,,
gbeɛre,gbɪɛ̀ ̀rɪ,,,,
gbeɛrɛ,gbɪɛ́ rɛ́,,,,
gbegi,gbégí,v,,,
gbelaa,gbèláá,n,,,
gbelaa,gbɪlàà,,,,
gbele,gbɪlɪ́,,,,
gbele,gbɪlɪ́,n,,,
gbelime,gbèlìmé,n,,,
gbelime,gbèlìmé,n,,,
gbelli,gbéllì,v,,,
gbeŋgbegri,gbèŋgbégrí,n,,,
gbeŋgbelaa,gbɪŋgbɪ́ láá,,,,
gbeŋgbeŋ,gbéŋgbéŋ,adv,,,
gbeŋini,gbéŋìní,n,,,
gbeŋkeroo,gbèŋkéróó,n,,,
gberi,gbèrì,adv,,,
gberi,gbérì,adv,,,
eɛne,gbɛbì-ɪ́ ɛ́ nɪ́,,,,
gbɛbinyoɔre,gbɛbìɲʊ́ ́ɔ́rɪ,,,,
gbɛbiri,gbɛbìrí,,,,
gbɛbogi,gbɛbògí,,,,
ɛ,gbɛ̀̃ɛ̀̃,adv,,,
gbɛfaa,gbɛfáá,,,,
gbɛgere,gbɛ̀grɪ,,,,
